run_id,condition,rt,stimulus,button_pressed,window_width,window_height,trial_type,trial_index,time_elapsed,internal_node_id,subject,chinFirst,choiceTask_amountLeftFirst,webcam_label,webcam_Id,webcam_fps,webcam_aspectRatio,webcam_height,webcam_width,responses,key_press,success,x_pos,y_pos,chin,task_nr,eyeData,trial_duration,option_topLeft,option_bottomLeft,option_topRight,option_bottomRight,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
11,1,3523.52499999688,"<div style=""position: fixed; display: inline-block; top: 20%; right: 20%; text-align: right;""><img src=""fu_logo.PNG"" alt=""[FU Berlin Logo]"" style=""width: 25%;""></div><div><br><br><p><strong>Welcome, dear participant! </strong></p><p>Thank you for your interest in and your support for our research.<br> This study is run by researchers at Freie Universität Berlin. </p></div>",0,1536,722,html-button-response,0,3527,0.0-0.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,10851.685000001453,"""","""","""","""",survey-html-form,1,14383,0.0-1.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"{""prolificID"":""ka1501""}","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,2441.559999999299,"<p>Please, use only <strong>one monitor</strong> for this study.<br>If necessary, switch off the other monitors.</p>",0,"""","""",html-button-response,2,16826,0.0-2.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,2962.4350000012782,"<p><strong>Please turn your mobile phone into Airplane Mode and close all CPU- or data-intensive programs and websites!</strong><br> (e.g. running Youtube Videos or Torrents)</p>",0,"""","""",html-button-response,3,19790,0.0-3.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,null,"""","""","""","""",html-keyboard-response,4,19904,0.0-4.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""",null,"""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,null,"""","""","""","""",html-keyboard-response,5,20020,0.0-5.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""",null,"""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,10330.909999996948,"<div style=""width: 45%; text-align: left; margin: auto;""><p><strong>For a preliminary adjustment, please consider the following instructions: </strong></p><ol><li>Sit at a table and make sure that you could later rest your elbows on it. </li><li>Sit towards a window or lamp so that there are no shadows on your face. You might additionally turn on a desk lamp for that. </li></ol></div><img src=""lightInstruct.PNG"" alt=""[Eye-Tracking-Instructions]"" style=""width: 70%;"">",0,"""","""",html-button-response,6,30353,0.0-6.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,2917.440000004717,"<div style=""width: 45%; text-align: left; margin: auto;""><ol start='3'><li>Check the video and stay in the highlighted rectangle so that it becomes green. </li><li>Try as much as possible to follow the instructions on these pictures and avoid moving your head. If you move too much, the calibration can fail and you might not be able to finish the study. </li><li><strong>If necessary, adjust your laptop, monitor, webcam, or chair. </strong></li></ol></div><img src=""ETInstructions.PNG"" alt=""[Eye-Tracking-Instructions]"" style=""width: 70%;"">",0,"""","""",html-button-response,7,33277,0.0-7.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,"""","""","""",1536,722,fullscreen,8,37529,0.0-8.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""","""",true,"""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
11,1,3452.915000001667,"<div style=""width: 45%; margin: auto; text-align: justify;""><p>For the next task, please do <strong>not</strong> rest your head on your arm but keep your head in a natural position. Get sure that you stay in the rectangle in the video stream while doing that. </p><p>However, in order to make this measurement as accurate as possible, please keep your head at the same position at all time so that you <strong>only move your eyes</strong> when you look at the screen. </p></div><p style=""text-align: center;"">Press Space to continue </p>","""","""","""",html-keyboard-response,9,40987,0.0-9.0,570,0,0,"HD User Facing (04f2:b64f)",23755d03b40c84a69486d46887b9e08057f9a365646dd46e177d47ea48c22381,30,0.001388888888888889,720,1280,"""",32,"""","""","""","""","""","""","""","""","""","""","""","2021-01-14 09:14:06",,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36",WebKit,Chrome,87.0.4280.141,Windows,10.0
