run_id,condition,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,chinFirst,choiceTask_amountLeftFirst,webcam_label,webcam_fps,webcam_height,webcam_width,chosenAmount,chosenDelay,button_pressed,window_width,window_height,responses,chin,success,x_pos,y_pos,task_nr,et_data,trial_duration,option_topLeft,option_bottomLeft,option_topRight,option_bottomRight,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
2,1,null,"""",null,html-keyboard-response,0,107,0.0-0.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,2955,"<div style=""position: fixed; display: inline-block; top: 20%; right: 20%; text-align: right;""><img src=""fu_logo.PNG"" alt=""[FU Berlin Logo]"" style=""width: 25%;""></div><div><br><br><p><strong>Welcome, dear participant! </strong></p><p>Thank you for your interest in and your support for our research.<br> This study is run by researchers at Freie Universität Berlin. </p></div>","""",html-button-response,1,3138,0.0-1.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,0,1280,700,"""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,3297,"""","""",survey-html-form,2,6437,0.0-2.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","{""prolificID"":""Tim""}","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,3346.999999999998,"<p>Please, use only <strong>one monitor</strong> for this study.<br>If necessary, switch off the other monitors.</p>","""",html-button-response,3,9787,0.0-3.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,0,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,529,"<p><strong>Please turn your mobile phone into Airplane Mode and close all CPU- or data-intensive programs and websites!</strong><br> (e.g. running Youtube Videos or Torrents)</p>","""",html-button-response,4,10318,0.0-4.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,0,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,"""","""","""",eyetracking-init,5,40779,0.0-5.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""",1280,700,"""",0,"""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,null,"""",null,html-keyboard-response,6,40882,0.0-6.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,25739.999999999993,"<div style=""width: 45%; text-align: left; margin: auto;""><p><strong>For a preliminary adjustment, please consider the following instructions: </strong></p><ol><li>Sit at a table and make sure that you could later rest your elbows on it. </li><li>Sit towards a window or lamp so that there are no shadows on your face. You might additionally turn on a desk lamp for that. </li></ol></div><img src=""lightInstruct.PNG"" alt=""[Eye-Tracking-Instructions]"" style=""width: 70%;"">","""",html-button-response,7,66637,0.0-7.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,0,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,1900,"<div style=""width: 45%; text-align: left; margin: auto;""><ol start='3'><li>Check the video and stay in the highlighted rectangle so that it becomes green. </li><li>Try as much as possible to follow the instructions on these pictures and avoid moving your head. If you move too much, the calibration can fail and you might not be able to finish the study. </li><li><strong>If necessary, adjust your laptop, monitor, webcam, or chair. </strong></li></ol></div><img src=""ETInstructions.PNG"" alt=""[Eye-Tracking-Instructions]"" style=""width: 70%;"">","""",html-button-response,8,68541,0.0-8.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,0,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,null,"""",null,html-keyboard-response,9,68647,0.0-9.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,"""","""","""",fullscreen,10,71559,0.0-10.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""",1280,700,"""","""",true,"""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,null,"""",null,html-keyboard-response,11,71663,0.0-11.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
